;;;;;;;;;;;;;;;;;;;;;;;Цели и приоритеты;;Планирует в течение дня;;;;;;;;Правильно определяет категорию Не фиксированных по времени задач при планировании;;;;;;;Правильно учитывает категорию фиксированной по времени задачи при планировании (встречи, совещания);;;Выполнять НЕ фиксированные по времени задачи  с учетом их категорий;;;;;;;;Выполнять фиксированные по времени задачи  с учетом их категорий;;;;Следует плану при выполнении задач;Завершает выполнение задачи (держит приоритет);;;;Исходя из цели (задачи) коммуникации выбирать наилучший способ (канал) коммуникации;;;;;;;Управлять количеством и периодами временем, затраченными на почту;;;Эффективно обрабатывать входящие письма;;;;;;Создавать сообщения, информативные и экономные для себя, коллег и партнеров;;;;Управлять количеством и периодами времени, затраченного на звонки;;Правильно принимать входящие звонки;;;Эффективно обрабатывать входящие звонки;;Управлять количеством и периодами времени, затраченного на встречи;;;Правильно принимать посетителей;;;Эффективно обрабатывать результаты встречи;;;Управлять количеством и периодами времени, затраченного на IM;;;;;Эффективно обрабатывать сообщения IM;;;Использовать делегирование как инструмент управления своим временем и объемом выполненных задач;;;;;;;Правильно управляет ресурсами различной квалификации;;Использует обратную связь как инструмент мотивации и обучения сотрудников;;;Делегировать сотруднику, наиболее подходящему для выполнения задачи;;Легко включается в работу из стрессовой ситуации ;;Следует приоритетам при статусном и эмоциональном воздействии;;;Внимательность и концентрация;Ответственность;;;Принимает решения;;;Скорость принятия решений;Обоснованность принимаемых решений;;;Результатоориентированность;;;;;
718;655;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;2;2;- Прости, я не смогу за тебя решить. Это ведь твоя мама, ты ее лучше знаешь!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;dialog;да
719;656;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;2;3;- Конечно, могу! Много у тебя вариантов?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
720;657;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;27;быстро;1;;3;0;- Мне нужен только совет! … Мне понравились часы настенные, зонт и роскошная напольная ваза.  Лучше всего выглядит ваза, но это как-то банально! А часы мы ей уже дарили несколько лет назад. Остается зонт. Ну это совсем несерьезно для подарка. Хотя он ей нужен…старый у нее сломался. ;нет;-;RS7_3.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS7_3.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
721;658;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;3;1;- Я не знаю, честно, я ведь не вижу этих предметов – как я могу решить?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;dialog;да
722;659;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;3;2;- Бери зонт! Полезный подарок всегда лучше бесполезного.;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;dialog;да
723;660;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;3;3;- Бери вазу! Мама ведь любит красивые вещи!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;dialog;да
724;661;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;27;облегченно;1;;4;0;- Хорошо, сейчас пойду посмотрю на них еще раз и куплю либо зонт, либо вазу. Спасибо тебе, что не отказался меня поддержать! Иногда мне так тебя не хватает! Чувствую себя совершенно беспомощной!  Ой, самое главное забыла! Я уже не успеваю домой, я обещала маме помочь с сервировкой и салатами. Ты можешь мое платье новое с коричневыми цветами захватить – тебе же по дороге?;нет;-;RS7_4.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS7_4.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
725;662;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;4;1;- Я очень постараюсь, но могу опоздать! С трудом к шести завершу дела!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
726;663;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;4;2;- Знаешь, раньше восьми часов я точно не приду, у меня очень много дел!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
727;664;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;1;;27;;4;3;- Понимаешь, мне для этого придется уйти раньше и у Денежной отпрашиваться, а она сегодня в ужасном настроении!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;dialog;да
728;665;RS7;ЗВОНОК ЖЕНЫ ГЕРОЯ;;;27;обиженно;1;;5;0;- Так я и думала! На тебя не возможно положиться с этой работой! Как мне теперь быть? Я ведь в обычных джинсах…Мама будет в шоке от такого праздничного наряда! У нее столько приглашенных! Ну что уж теперь! Захвати мое платье, во сколько бы ты не ехал! ;да;T;RS7_5.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS7_5.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;dialog;да
729;;RST8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;16:35;;21;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;time;да
730;;RST8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;1;1;Ответить;да;RS8;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
731;;RST8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;1;2;Не ответить;да;T;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
732;666;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;21;спокойно;1;;1;0;- Здравствуйте, Васильев моя фамилия. Мы не знакомы. Уделите мне пару минут. ;нет;-;RS8_1.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8_1.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
733;667;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;1;1;- Нет, извините, я занят! ;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
734;668;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;1;2;- Добрый день, а вы по какому вопросу?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
735;669;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;1;3;- Слушаю!;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
736;670;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;21;спокойно;1;;2;0;- Я по вопросу бюджета. Вы ведь за него в компании отвечаете? А я отвечаю за продажи в регионе А. Тут вот какое дело….даже не знаю с чего начать. Как-то не приходилось до сих пор на своих руководителей жаловаться…;нет;-;RS8_2.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8_2.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
737;671;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;2;1;- Послушайте, я отвечаю за бюджет, но только технически. С жалобами вам лучше к моему руководителю – Денежной Раисе Романовне. ;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;;;;;;;;;dialog;да
738;672;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;2;2;- Вероятно, вы плохо себе структуру представляете. Вам нужен директор по продажам.;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;;;;;;;;;dialog;да
739;673;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;2;3;- Да, я отвечаю за итоговую версию бюджета. Чем я могу вам помочь?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;1;;;;;;;dialog;да
740;674;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;21;спокойно;1;;3;0;- Честно говоря, я не уверен, что мне кто-то может помочь. Но молчать тоже не могу. Да вы не думайте, я не кляузник. Я говорил об этом с директором и ни раз! Только проку нет – ей так удобно, она такой порядок и завела! ;нет;-;RS8_3.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8_3.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
741;675;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;3;1;- Это дело политическое. Я такими вопросами не занимаюсь! ;да;T;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;0;;;0;;;;dialog;да
742;676;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;3;2;- Так в чем же проблема? ;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;dialog;да
743;677;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;3;3;- Серьезный вопрос, давайте я вам после отпуска позвоню!;да;P14;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;0;;;;dialog;да
744;678;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;21;спокойно;1;;4;0;- Дело в том, что бюджет у вас по продажам липовый! Его не собирал никто! Каждый год одно и тоже: факт прошлого года плюс десять процентов равно бюджет нового года. Ни какой тебе работы с клиентами, ни понимания рынка – ничего! Говорит, руководство устраивает! Мы, конечно, не в обиде, если рынок хороший, пару лет назад мы такие премии получали – ого-го! Только время-то идет! Надо какие-то новые ходы предпринимать, а на них деньги нужны! Я без денег ни один новый город освоить не могу. А денег нет – они тоже как фиксированный процент от продаж планируются. Только-только на старую структуру и хватает! ;нет;-;RS8_4.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8_4.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
745;679;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;4;1;- Да, я понимаю. Но вряд ли смогу вам помочь. Вы пишите служебную записку на имя Денежной, а еще лучше – самому Боссу, они непременно разберутся! ;да;T;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;dialog;да
746;680;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;4;2;- Понимаю. Давайте на цифрах посмотрим, серьезно ли расходится бюджет и ваши представления! ;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;1;;dialog;да
747;681;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;4;3;- Важная информация. Только поздно уже в этом году. Бюджет сверстан. ;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;dialog;да
748;682;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;21;спокойно;1;;5;0;- Ну, если мой регион брать, то расхождения в этом году не большие. Только ведь это система. Как в других регионах? А как следующий год? Тут проблему в корне решать нужно! Поверьте, меня не моя премия волнует! Хотя и она, конечно! Но после такого звонка я и работы лишиться могу. Можете помочь?;нет;-;RS8_5.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8_5.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
749;683;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;5;1;- Думаю, нет. Не мой статус. Вы пишите служебную записку на имя Денежной, а еще лучше – самому Боссу, они непременно разберутся! ;да;T;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;1;;;;;;;;;dialog;да
750;684;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;1;;21;;5;2;- Я попробую. Поговорю с вашим руководителем. Может быть удастся ее убедить. Спасибо вам за информацию! ;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;1;;1;;;;dialog;да
751;685;RS8;ЗВОНОК НАЧ.ОТДЕЛА ПРОДАЖ РЕГИОНА А;;;21;спокойно;1;;6;0;- Что вы, вам спасибо! Так вы дайте мне знать, получилось чего или нет!  Васильев моя фамилия. ;да;T;RS8_6.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8_6.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
752;686;RS8.1;ЗВОНОК ДИРЕКТОРУ ПО ПРОДАЖАМ ;;;9;в спешке;1;;1;0;- Слушаю!;нет;-;RS8.1_1.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8.1_1.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;flex;да
753;687;RS8.1;ЗВОНОК ДИРЕКТОРУ ПО ПРОДАЖАМ ;;;1;;9;;1;1;- Добрый день! Федоров. У меня есть к вам важный вопрос по теме бюджета. Давайте встретимся завтра. Минут на тридцать.;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;;;;dialog;да
754;688;RS8.1;ЗВОНОК ДИРЕКТОРУ ПО ПРОДАЖАМ ;;;1;;9;;1;2;- Добрый день! Федоров. Я бы хотел обсудить с вами важный вопрос по поводу бюджета. Вам удобно говорить?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;;;;dialog;да
755;689;RS8.1;ЗВОНОК ДИРЕКТОРУ ПО ПРОДАЖАМ ;;;9;в спешке;1;;2;0;- Говорить не могу! Давайте встретимся. Завтра в два дня вам удобно? ;да;P16;RS8.1_2.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS8.1_2.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
756;;RST9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ;17:05;;34;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;time;да
757;;RST9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ;;;1;;34;;1;1;Ответить;да;RS9;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
758;;RST9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ;;;1;;34;;1;2;Не ответить;да;T;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
759;690;RS9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ ;;;34;хамовато;1;;1;0;- Федоров, посетитель к вам. В документах его нет. Спускайтесь и разбирайтесь сами. Я его без служебной не пущу. ;нет;-;RS9_1.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS9_1.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
760;691;RS9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ ;;;1;;34;;1;1;- Я никого не жду. Спасибо! ;да;T;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;dialog;да
761;692;RS9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ ;;;1;;34;;1;2;- А как его фамилия?;нет;-;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
762;693;RS9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ ;;;34;хамовато;1;;2;0;- Тимофеев, страховой фонд.;нет;-;RS9_2.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS9_2.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
763;694;RS9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ ;;;1;;34;;2;1;- Я его не приглашал! Извините! ;да;T;нет;#N/A;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
764;695;RS9;ЗВОНОК ОХРАНЫ ПРОХОДНОЙ ;;;1;;34;;2;2;- Сейчас спущусь.  ;да;T;нет;#N/A;;Разговор по телефону;CS3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;0;;;;;dialog;да
765;;RST10;ЗВОНОК ДРУГА;17:30;;28;;1;;1;0;звук телефонного звонка;нет;-;-;;;Звонок;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;time;да
766;;RST10;ЗВОНОК ДРУГА;;;1;;28;;1;1;Ответить;да;RS10;-;;;Звонок;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
767;;RST10;ЗВОНОК ДРУГА;;;1;;28;;1;2;Не ответить;да;T;-;;;Звонок;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;icon;да
768;696;RS10;ЗВОНОК ДРУГА;;;28;дружелюбно, приятно;1;;1;0;- Привет, друг! Ты жив? Надеюсь, до отпуска дотянешь?;нет;-;RS10_1.wav;z:\3. Команды\3.1 Partners\3.1.3 Sound\Master FX\RS10_1.wav;;Разговор по телефону;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dialog;да
